,artists,genres
22675,Styles P,"['battle rap', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
22676,Styles of The Lox,[]
22677,Styx,"['album rock', 'art rock', 'classic rock', 'folk rock', 'hard rock', 'mellow gold', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']"
22678,Städtisches Orchester Berlin,[]
22679,Stélios Kazantzídis,"['classic greek pop', 'entehno', 'greek pop', 'laiko', 'rebetiko']"
22680,Stéphane Grappelli,"['french jazz', 'gypsy jazz', 'jazz violin']"
22681,Stéphane Pizella,[]
22682,Stéphane Tétreault,[]
22683,Su Banda Centenario,"['banda', 'duranguense', 'grupera', 'norteno', 'regional mexican']"
22684,Su Presencia,"['latin christian', 'latin worship', 'rap cristiano', 'rock cristiano']"
22685,Sub Focus,"['drum and bass', 'house', 'liquid funk']"
22686,Sub Urban,[]
22687,Subhumans,"['anarcho-punk', 'crust punk', 'hardcore punk', 'oi', 'punk', 'thrash core', 'uk82']"
22688,Subinoy Roy,"['bangla', 'rabindra sangeet']"
22689,Sublime,"['reggae fusion', 'ska mexicano', 'ska punk']"
22690,Sublime With Rome,['reggae rock']
22691,Submersed,"['alternative metal', 'hard alternative', 'nu metal', 'post-grunge']"
22692,Substantial,['ambeat']
22693,Subtronics,"['brostep', 'edm', 'electro house', 'electronic trap']"
22694,Suburban Lawns,"['dance rock', 'no wave', 'post-punk']"
22695,Subvrbs,[]
22696,Suchitra Mitra,"['indian folk', 'rabindra sangeet']"
22697,Sudesh Bhosle,['filmi']
22698,Sudha Malhotra,['classic bollywood']
22699,Sudha Mukherjee,[]
22700,Sudhin Chatterjee,[]
22701,Sudhir Phadke,"['indian folk', 'marathi pop']"
22702,Sudhirlal Chakroborty,[]
22703,Sue Richards,"['celtic harp', 'harp', 'string folk', 'welsh folk']"
22704,Sue Thompson,"['adult standards', 'brill building pop', 'deep adult standards', 'rock-and-roll']"
22705,Sueco the Child,['cali rap']
22706,Suemy,[]
22707,Suffocation,"['brutal death metal', 'death metal', 'metal', 'technical death metal']"
22708,Sufjan Stevens,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']"
22709,Suga Free,"['chicano rap', 'g funk', 'gangster rap', 'hip hop', 'hyphy', 'rap', 'west coast rap', 'west coast trap']"
22710,Suga T,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
22711,Suga-T,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
22712,Sugababes,"['bubblegum dance', 'dance pop', 'europop', 'girl group', 'neo soul', 'pop', 'pop rock', 'post-teen pop', 'urban contemporary']"
22713,Sugar,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
22714,Sugar Candy Mountain,"['bay area indie', 'indie garage rock', 'neo-psychedelic', 'oakland indie']"
22715,Sugar Chile Robinson,[]
22716,Sugar Minott,"['dub', 'lovers rock', 'old school dancehall', 'reggae', 'rock steady', 'roots reggae']"
22717,Sugar Ray,"['alternative metal', 'alternative rock', 'funk metal', 'neo mellow', 'pop rock', 'post-grunge']"
22718,Sugar T.,"['east coast hip hop', 'electro', 'funk', 'hip hop', 'hip house', 'new jersey rap', 'old school hip hop', 'rap']"
22719,Sugarcult,"['emo', 'neon pop punk', 'pop punk', 'screamo']"
22720,Sugarland,"['contemporary country', 'country', 'country dawn', 'country road', 'modern country rock']"
22721,Sugarloaf,"['classic rock', 'country rock', 'soft rock']"
22722,Suginami Children's Choir,[]
22723,Suginami Junior Chorus,['kodomo no ongaku']
22724,Sui Generis,"['argentine rock', 'latin alternative', 'latin rock', 'nueva cancion', 'rock en espanol', 'rock nacional']"
22725,Suicidal Tendencies,"['alternative metal', 'crossover thrash', 'funk metal', 'hard rock', 'hardcore punk', 'metal', 'nu metal', 'old school thrash', 'punk', 'rap rock', 'thrash metal']"
22726,Suicide,"['deathcore', 'melodic metalcore', 'metalcore', 'screamo']"
22727,Suicide Silence,"['deathcore', 'melodic metalcore', 'metalcore', 'screamo']"
22728,Suicideboys,[]
22729,Sujan Majhi,[]
22730,Sujata Bhattacharya,[]
22731,Sukhamoy Mazumder,[]
22732,Sukhwinder Singh,"['desi hip hop', 'desi pop', 'filmi', 'modern bollywood', 'sufi']"
22733,Sukima Switch,"['j-pop', 'j-rock']"
22734,Sukumar Mitra,[]
22735,Sulata Foai-Amiatu,[]
22736,Sulochana,[]
22737,Sulochana Chavan,[]
22738,Sulochana Kadam,[]
22739,Sultan,['australian reggae fusion']
22740,Sultan + Shepard,"['big room', 'canadian electronic', 'deep tropical house', 'edm', 'electro house', 'house', 'pop edm', 'progressive electro house', 'progressive house', 'tropical house']"
22741,Sum 41,"['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'nu metal', 'pop punk', 'post-grunge', 'punk']"
22742,Suman Banavalkar,[]
22743,Suman Hemady,[]
22744,Suman Kalyanpur,"['classic bollywood', 'filmi', 'ghazal', 'indian folk']"
22745,Sumati Daru,[]
22746,Sumati Trilokekar,[]
22747,Sumi Jo,"['classical soprano', 'korean classical performance', 'opera']"
22748,Sumita,[]
22749,Sumitra Roy,[]
22750,Sumitra Sen,"['bangla', 'bengali folk', 'rabindra sangeet']"
22751,Summer Heart,"['chillwave', 'indie dream pop', 'indie surf', 'malmo indie', 'shimmer pop']"
22752,Summer Salt,"['indie garage rock', 'indie pop']"
22753,Summer Walker,['pop']
22754,Sumo,[]
22755,Sun,"['alternative dance', 'australian dance', 'australian electropop', 'electropop', 'indie pop', 'indietronica', 'neo-synthpop', 'new rave', 'pop']"
22756,Sun Kil Moon,"['alternative rock', 'art pop', 'freak folk', 'indie rock', 'lo-fi', 'modern folk rock', 'slow core']"
22757,Sun Ra,"['afrobeat', 'afrofuturism', 'art rock', 'avant-garde jazz', 'experimental', 'free improvisation', 'free jazz', 'jazz funk', 'spiritual jazz']"
22758,Sun Ra & His Arkestra,"['experimental big band', 'free jazz']"
22759,Sun Rai,[]
22760,Sunbeam Sound Machine,"['indie garage rock', 'neo-psychedelic']"
22761,Sunbelt,[]
22762,Sundarammau,[]
22763,Sunday in the Park with George Ensemble,[]
22764,Sunday in the Park with George Original Broadway Cast Ensemble,[]
22765,Sundef,[]
22766,Sunder Singh,[]
22767,Sundial,['psychill']
22768,Sunetra,[]
22769,Sunforest,['psychedelic folk']
22770,Sung Si-kyung,"['k-indie', 'k-pop', 'korean pop']"
22771,Sunidhi Chauhan,"['desi hip hop', 'desi pop', 'filmi', 'indian folk', 'modern bollywood', 'sufi']"
22772,Sunil Ghosh,[]
22773,Sunil Roy,[]
22774,Sunita Devi,[]
22775,Sunny Day Real Estate,"['alternative rock', 'emo', 'emo punk', 'indie rock', 'midwest emo', 'post-hardcore', 'screamo']"
22776,Sunny Ledfurd,['redneck']
22777,Sunny Sweeney,"['contemporary country', 'country', 'country dawn', 'country pop', 'modern country rock', 'roots americana', 'texas country']"
22778,Sunnyland Slim,"['blues', 'boogie-woogie', 'chicago blues', 'delta blues', 'piano blues', 'traditional blues']"
22779,Sunset Rollercoaster,['taiwan indie']
22780,Sunshine Anderson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
22781,"Supa Engineer ""Duro""",[]
22782,Supantho Basu,[]
22783,Super Banda G,['cumbia sonidera']
22784,Super Cat,"['dancehall', 'lovers rock', 'old school dancehall', 'reggae fusion', 'roots reggae']"
22785,Super Grupo Colombia,"['cumbia', 'cumbia sonidera', 'grupera', 'perreo']"
22786,Super Potro,['cumbia sonidera']
22787,Super Simple Songs,"[""children's music""]"
22788,Super Sounds Namba,['cumbia funk']
22789,Super Yei,"['latin', 'reggaeton', 'reggaeton flow']"
22790,Super3,['musica infantil catala']
22791,SuperM,['k-pop']
22792,Superb,['k-rap']
22793,Superchick,"['chicago punk', 'christian alternative rock', 'christian music']"
22794,Superchunk,"['alternative pop', 'alternative rock', 'e6fi', 'emo', 'emo punk', 'freak folk', 'gbvfi', 'indie punk', 'indie rock', 'lo-fi', 'modern power pop', 'noise pop', 'post-hardcore', 'power pop', 'slow core', 'triangle indie']"
22795,Superdrag,"['alternative pop', 'alternative rock', 'gbvfi', 'knoxville indie', 'power pop']"
22796,Supergrass,"['alternative rock', 'britpop', 'modern rock', 'oxford indie', 'pop rock', 'rock']"
22797,Supermerk2,"['cumbia chilena', 'cumbia paraguaya', 'cumbia villera']"
22798,Supernova Chile,[]
22799,Superorganism,['art pop']
22800,Superpower,[]
22801,Superstarr,[]
22802,Supersuckers,"['garage rock', ""punk 'n' roll"", 'punk blues', 'roots rock']"
22803,Supertramp,"['album rock', 'art rock', 'classic rock', 'folk rock', 'glam rock', 'mellow gold', 'piano rock', 'progressive rock', 'rock', 'soft rock']"
22804,Suprabha Sarkar,[]
22805,Supreme Beings of Leisure,"['downtempo', 'electronica', 'nu jazz', 'trip hop']"
22806,Supreme Boi,[]
22807,Supriti Ghosh,[]
22808,Suraiya,"['classic bollywood', 'filmi', 'ghazal']"
22809,Sure Is Pure,[]
22810,Sure Sure,"['indie pop', 'indie rock', 'indietronica', 'la indie', 'modern rock', 'vapor soul']"
22811,Surendra,[]
22812,Surendranath,[]
22813,Sures Babu,[]
22814,Suresh,"['classic bollywood', 'filmi', 'ghazal', 'indian folk', 'mantra', 'modern bollywood', 'sufi']"
22815,Suresh Haldankar,"['hindustani vocal', 'indian classical']"
22816,Suresh Wadkar,"['classic bollywood', 'filmi', 'ghazal', 'indian folk', 'mantra', 'modern bollywood', 'sufi']"
22817,Surf Curse,"['indie garage rock', 'indie pop', 'indie surf', 'surf punk', 'vegas indie']"
22818,Surf Mesa,[]
22819,Surf Punks,['surf punk']
22820,Surface,"['bedroom soul', 'pop']"
22821,Surfaces,"['bedroom soul', 'pop']"
22822,Surfer Blood,"['chillwave', 'indie pop', 'indie rock', 'indie surf', 'noise pop', 'nu gaze', 'shimmer pop']"
22823,Surinder Kaur,"['bhangra', 'indian folk', 'punjabi folk', 'sufi']"
22824,Survivor,"['album rock', 'hard rock', 'rock', 'soft rock']"
22825,Surya Narayana,[]
22826,Susan Ashton,"['christian music', 'deep christian rock']"
22827,Susan Bell,[]
22828,Susan Boyle,['operatic pop']
22829,Susan Browning,[]
22830,Susan Cadogan,"['lovers rock', 'rock steady']"
22831,Susan Egan,"['broadway', 'hollywood', 'movie tunes', 'show tunes']"
22832,Susan Hayward,[]
22833,Susan Jacks,[]
22834,Susan Johnson,[]
22835,Susan Misner,['show tunes']
22836,Susan Novack,[]
22837,Susan Saradon,[]
22838,Susan Sarandon,['hollywood']
22839,Susan Tedeschi,"['blues rock', 'country rock', 'electric blues', 'modern blues']"
22840,Susan Watson,[]
22841,Susana Baca,"['folklore peruano', 'musica afroperuana', 'world']"
22842,Susana Del Carril,[]
22843,Susana del Carril,[]
22844,Susannah McCorkle,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']"
22845,Susanne Sundfør,"['art pop', 'electropop', 'metropopolis', 'norwegian indie', 'norwegian pop', 'norwegian rock', 'norwegian singer-songwriter']"
22846,Susarla Dakshinamurthy,[]
22847,Suscat0,[]
22848,Sushil Chatterjee,[]
22849,Sushil Sahu,[]
22850,Sushila,[]
22851,Sushila Rani,[]
22852,Susie Suh,['acoustic pop']
22853,Susie Tallman,"[""children's folk"", ""children's music"", 'language']"
22854,Susmita Bhattacharya,[]
22855,Susumu Yokota,"['abstract', 'ambient', 'art pop', 'compositional ambient', 'drone', 'dub techno', 'electronica', 'fluxwork', 'fourth world', 'intelligent dance music', 'j-ambient', 'japanese electronic', 'japanese idm', 'microhouse', 'minimal techno']"
22856,Sutton Foster,"['broadway', 'hollywood', 'show tunes']"
22857,Suzanne Ciani,"['modular synth', 'new age', 'new age piano']"
22858,Suzanne Danco,['classical soprano']
22859,Suzanne Pleshette,['movie tunes']
22860,Suzanne Vega,"['folk', 'lilith', 'new wave pop', 'permanent wave', 'pop rock', 'singer-songwriter']"
22861,Suzi Benson,[]
22862,Suzi Jane Hokom,[]
22863,Suzi Jane Hokon,[]
22864,Suzi Lane,['deep disco']
22865,Suzi Quatro,['glam rock']
22866,Suzie Kaye,[]
22867,Suzy Bogguss,"['country', 'country rock']"
22868,Suzy Delair,['vintage chanson']
22869,Suzy Q,"['hi-nrg', 'post-disco']"
22870,Suzy Solidor,['vintage chanson']
22871,Sven Nilsson,[]
22872,Sven-Bertil Taube,"['classic swedish pop', 'folkmusik', 'swedish jazz', 'vintage swedish pop', 'visor']"
22873,Svend Asmussen,['jazz violin']
22874,Svend Asmussens Kvintet,[]
22875,Svend Asmussens Sekstet,[]
22876,Svend Asmussens Skandia Trio,[]
22877,Svend Christensen,[]
22878,Sviatoslav Richter,"['classical', 'classical performance', 'classical piano']"
22879,Swae Lee,['trap']
22880,Swagatalakshmi Dasgupta,"['bangla', 'indian folk', 'rabindra sangeet']"
22881,Swami Nikhilananda,[]
22882,Swami Pravatikar,[]
22883,Swans,"['alternative rock', 'art pop', 'art rock', 'experimental', 'experimental rock', 'freak folk', 'industrial', 'industrial rock', 'no wave', 'noise rock', 'post-punk', 'post-rock']"
22884,Swapan Shome,[]
22885,Swarmz,['uk hip hop']
22886,Swarnalatha,"['deep indian pop', 'filmi', 'tamil pop']"
22887,Swastika Mukherjee,[]
22888,Swavay,['atl hip hop']
22889,Sway & King Tech,[]
22890,Swedish House Mafia,"['big room', 'dance pop', 'edm', 'electro house', 'pop', 'progressive electro house']"
22891,Sweeney Todd: The Demon Barber of Fleet Street Original Broadway Cast Ensemble,[]
22892,Sweet,"['album rock', 'blues rock', 'classic rock', 'glam rock', 'hard rock', 'rock']"
22893,Sweet Charity Ensemble,[]
22894,Sweet Charity Orchestra,[]
22895,Sweet Charity Original Broadway Cast,[]
22896,Sweet Honey In The Rock,['gospel']
22897,Sweet Rush,[]
22898,Sweet Sable,[]
22899,Sweet Sensation,['freestyle']
22900,Sweet Trip,"['dream pop', 'escape room', 'hyperpop', 'nu gaze', 'shoegaze', 'slow core', 'vaporwave']"
22901,Sweetback,['neo soul']
22902,Sweethearts of the Rodeo,"['country dawn', 'deep contemporary country']"
22903,Sweetwater,['psychedelic rock']
22904,Swell,['japanese chillhop']
22905,Swell Maps,"['dance-punk', 'experimental', 'experimental rock', 'garage psych', 'gbvfi', 'noise rock', 'post-punk', 'punk blues', 'uk post-punk']"
22906,Swellz,[]
22907,Swing Out Sister,"['new romantic', 'new wave pop']"
22908,Swingin' Utters,"['melodic hardcore', 'orgcore', 'power-pop punk', 'punk', ""punk 'n' roll"", 'ska punk', 'skate punk']"
22909,Swirlies,"['alternative rock', 'american shoegaze', 'boston rock', 'garage psych', 'gbvfi', 'lo-fi', 'noise pop', 'nu gaze', 'post-hardcore', 'shoegaze', 'slow core']"
22910,Swishahouse,"['chopped and screwed', 'deep southern trap', 'dirty south rap', 'gangster rap', 'houston rap', 'trap']"
22911,Swiss Romande Orchestra,[]
22912,Switch,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'post-grunge', 'worship']"
22913,Switchfoot,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'post-grunge', 'worship']"
22914,Swizz Beatz,"['battle rap', 'hip pop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
22915,Sy Ari Da Kid,"['deep pop r&b', 'trap', 'trap soul']"
22916,Sy Melano,[]
22917,Sy Oliver,[]
22918,Sy Oliver & His Orchestra,[]
22919,Sy Oliver Choir,[]
22920,Sy Oliver's Orchestra,[]
22921,Sybil,"['diva house', 'hip house']"
22922,Syd,"['alternative r&b', 'escape room', 'indie r&b', 'lgbtq+ hip hop']"
22923,Syd Dale,"['easy listening', 'exotica', 'library music', 'lounge', 'moog', 'spytrack']"
22924,Syd Matters,['folktronica']
22925,Sydney Chaplin,[]
22926,Sydney James Harcourt,[]
22927,Sydney Rainer,[]
22928,Syed Mehboob Hussain,[]
22929,Syke,"['g funk', 'west coast rap']"
22930,Syl Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
22931,Syleena Johnson,"['hip pop', 'neo soul', 'r&b', 'urban contemporary']"
22932,Sylk,[]
22933,Sylvan Esso,"['art pop', 'electropop', 'etherpop', 'indie folk', 'indie pop', 'indie rock', 'indietronica', 'shimmer pop']"
22934,Sylvester,"['disco', 'hi-nrg', 'post-disco']"
22935,Sylvester Weaver,['traditional blues']
22936,Sylvestre Méndez y Su Orquesta,[]
22937,Sylvia,[]
22938,Sylvia Rexach,[]
22939,Sylvia Telles,"['bossa nova', 'brazilian jazz']"
22940,Sylvia de Grasse,[]
22941,Sylvio Caldas,[]
22942,Symphony Of The Air,[]
22943,Symphony Orchestra,"['classical', 'classical performance', 'orchestra']"
22944,"Symphony Orchestra Of Emilia Romagna ""Arturo Toscanini""",[]
22945,Symposium Musicum,[]
22946,Syn Cole,"['big room', 'deep tropical house', 'edm', 'electro house', 'house', 'pop', 'pop edm', 'progressive electro house', 'tropical house']"
22947,Syndee Mayes,[]
22948,Syndicate Of Sound,"['classic garage rock', 'deep classic garage rock', 'freakbeat']"
22949,Synne Madshus,[]
22950,Syntropy,[]
22951,Syreeta,"['motown', 'quiet storm']"
22952,Syreeta Wright,[]
22953,System Of A Down,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']"
22954,Szymon Goldberg,['violin']
22955,Sándor Berki,[]
22956,Sébastien Tellier,"['alternative dance', 'downtempo', 'electronica', 'electropop', 'filter house', 'french indie pop', 'french indietronica', 'new rave']"
22957,Sérgio Mendes,"['bossa nova', 'brazilian jazz', 'samba']"
22958,Sérgio Murillo,[]
22959,Sérgio Sampaio,"['baile pop', 'bossa nova', 'brazilian indie', 'forro', 'mpb', 'musica popular paraense', 'samba', 'velha guarda']"
22960,Símon Pérez,[]
22961,Só Pra Contrariar,"['axe', 'pagode', 'sertanejo', 'sertanejo universitario']"
22962,Sócrates de Jesús,[]
22963,T A Madhuram,[]
22964,T H Trio,[]
22965,T La Rock,"['bronx hip hop', 'east coast hip hop', 'electro', 'hip hop', 'hip house', 'old school hip hop']"
22966,T'Pau,[]
22967,T'nah Apex,[]
22968,T-Bone Walker,"['blues', 'blues rock', 'chicago blues', 'electric blues', 'jazz blues', 'texas blues', 'traditional blues']"
22969,T-Connection,[]
22970,T-Dre,"['dance pop', 'deep pop r&b', 'hip hop', 'hip pop', 'pop', 'r&b', 'southern hip hop', 'trap', 'urban contemporary']"
22971,T-Mass,['sleep']
22972,T-Pain,"['dance pop', 'hip hop', 'pop', 'pop rap', 'r&b', 'rap', 'southern hip hop', 'trap', 'urban contemporary']"
22973,T-Shirt,[]
22974,T-Wayne,"['london rap', 'uk hip hop']"
22975,T. A. Mothi,[]
22976,T. Baliardo,[]
22977,T. Bolin,"['blues rock', 'country rock', 'hard rock']"
22978,T. Graham Brown,['country']
22979,T. M. Soundararajan,"['deep indian pop', 'filmi', 'tamil pop']"
22980,T. Morakis,[]
22981,T. R. Mahalingam,"['carnatic', 'carnatic instrumental', 'indian classical']"
22982,T. Ramakrishna Sastry,[]
22983,T. Rex,"['album rock', 'art rock', 'blues rock', 'classic rock', 'dance rock', 'folk rock', 'glam rock', 'protopunk', 'psychedelic rock', 'rock']"
22984,T. S. Bhagavathi,[]
22985,T. S. Eliot,['poetry']
22986,T. V. Rathinam,[]
22987,T.G. Lingappa,[]
22988,T.G. Sheppard,"['classic country pop', 'country', 'country rock']"
22989,T.G.Saraswathi,[]
22990,T.Giacobetti,[]
22991,T.I.,"['atl hip hop', 'dance pop', 'dirty south rap', 'gangster rap', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']"
