date,value
2015,760.0
2015,690.0
2015,800.0
2015,660.0
2015,770.0
2015,720.0
2015,750.0
2015,670.0
2015,830.0000000000001
2015,730.0
2015,720.0
2015,740.0
2015,700.0
2015,690.0
2015,620.0
2015,650.0
2015,800.0
2015,740.0
2015,720.0
2015,790.0
2015,810.0
2015,630.0
2015,710.0
2015,670.0
2015,770.0
2015,770.0
2015,690.0
2015,700.0
2015,930.0000000000001
2015,780.0
2015,710.0
2015,710.0
2015,690.0
2015,580.0
2015,790.0
2015,690.0
2015,550.0
2015,420.0
2015,730.0
2015,780.0
2015,780.0
2015,710.0
2015,760.0
2015,690.0
2015,700.0
2015,660.0
2015,720.0
2015,730.0
2015,740.0
2015,720.0
2015,580.0
2015,750.0
2015,670.0
2015,700.0
2015,730.0
2015,740.0
2015,690.0
2015,590.0
2015,630.0
2015,570.0
2015,660.0
2015,760.0
2015,590.0
2015,590.0
2015,850.0
2015,720.0
2015,750.0
2015,700.0
2015,600.0
2015,780.0
2015,690.0
2015,810.0
2015,650.0
2015,730.0
2015,780.0
2015,730.0
2015,800.0
2015,810.0
2015,750.0
2015,640.0
2015,550.0
2015,750.0
2015,740.0
2015,830.0000000000001
2015,660.0
2015,590.0
2015,650.0
2015,720.0
2015,740.0
2015,670.0
2015,790.0
2015,740.0
2015,650.0
2015,680.0
2015,670.0
2015,600.0
2015,780.0
2015,680.0
2015,620.0
2015,740.0
2015,640.0
2015,780.0
2015,830.0000000000001
2015,690.0
2015,860.0
2015,760.0
2015,760.0
2015,640.0
2015,690.0
2015,750.0
2015,780.0
2015,710.0
2015,700.0
2015,869.9999999999999
2015,620.0
2014,830.0000000000001
2014,690.0
2014,500.0
2014,740.0
2014,600.0
2014,490.00000000000006
2014,800.0
2014,850.0
2014,750.0
2014,550.0
2014,730.0
2014,730.0
2014,580.0
2014,840.0
2014,670.0
2014,610.0
2014,590.0
2014,620.0
2014,810.0
2014,660.0
2014,730.0
2014,740.0
2014,830.0000000000001
2014,390.0
2014,600.0
2014,730.0
2014,770.0
2014,680.0
2014,810.0
2014,880.0000000000001
2014,550.0
2014,640.0
2014,800.0
2014,680.0
2014,509.99999999999994
2014,600.0
2014,869.9999999999999
2014,780.0
2014,869.9999999999999
2014,580.0
2014,780.0
2014,550.0
2014,590.0
2014,919.9999999999999
2014,830.0000000000001
2014,630.0
2014,670.0
2014,660.0
2014,640.0
2014,670.0
2014,730.0
2014,869.9999999999999
2014,680.0
2014,650.0
2014,480.0
2014,650.0
2014,509.99999999999994
2014,810.0
2014,650.0
2014,720.0
2014,750.0
2014,740.0
2014,720.0
2014,650.0
2014,590.0
2014,670.0
2014,710.0
2014,670.0
2014,819.9999999999999
2014,800.0
2014,700.0
2014,880.0000000000001
2014,690.0
2014,509.99999999999994
2014,720.0
2014,780.0
2014,610.0
2014,660.0
2014,650.0
2014,640.0
2014,790.0
2014,800.0
2014,540.0
2014,770.0
2014,670.0
2014,650.0
2014,670.0
2014,650.0
2014,590.0
2014,880.0000000000001
2014,730.0
2014,819.9999999999999
2014,800.0
2014,509.99999999999994
2014,660.0
2014,760.0
2014,670.0
2014,740.0
2014,850.0
2014,760.0
2014,830.0000000000001
2014,770.0
2014,600.0
2014,710.0
2014,600.0
2014,690.0
2014,670.0
2014,680.0
2014,760.0
2014,670.0
2014,680.0
2014,780.0
2014,540.0
2014,700.0
2014,780.0
2014,720.0
2014,680.0
2014,670.0
2014,580.0
2014,900.0
2014,740.0
2014,680.0
2014,780.0
2014,750.0
2014,810.0
2014,750.0
2014,750.0
2014,860.0
2014,730.0
2014,590.0
2014,740.0
2014,570.0
2014,869.9999999999999
2014,610.0
2014,670.0
2014,770.0
2014,750.0
2014,660.0
2014,730.0
2014,740.0
2014,710.0
2014,570.0
2014,730.0
2014,640.0
2014,720.0
2014,700.0
2014,640.0
2014,800.0
2014,800.0
2014,570.0
2014,580.0
2014,760.0
2014,600.0
2014,780.0
2014,780.0
2014,670.0
2014,640.0
2014,780.0
2014,760.0
2014,710.0
2014,730.0
2014,720.0
2014,750.0
2014,750.0
2014,700.0
2014,690.0
2014,780.0
2014,600.0
2014,790.0
2014,660.0
2014,540.0
2014,830.0000000000001
2014,610.0
2014,600.0
2014,600.0
2014,670.0
2014,590.0
2014,710.0
2014,770.0
2014,600.0
2014,680.0
2014,710.0
2014,450.0
2014,590.0
2014,869.9999999999999
2014,570.0
2014,700.0
2014,790.0
2014,650.0
2014,790.0
2013,900.0
2013,830.0000000000001
2013,620.0
2013,690.0
2013,680.0
2013,680.0
2013,700.0
2013,600.0
2013,600.0
2013,670.0
2013,780.0
2013,670.0
2013,720.0
2013,790.0
2013,640.0
2013,630.0
2013,700.0
2013,660.0
2013,640.0
2013,819.9999999999999
2013,740.0
2013,640.0
2013,710.0
2013,660.0
2013,740.0
2013,810.0
2013,720.0
2013,860.0
2013,670.0
2013,640.0
2013,740.0
2013,480.0
2013,570.0
2013,570.0
2013,780.0
2013,750.0
2013,740.0
2013,770.0
2013,640.0
2013,869.9999999999999
2013,650.0
2013,780.0
2013,720.0
2013,730.0
2013,700.0
2013,670.0
2013,740.0
2013,800.0
2013,630.0
2013,600.0
2013,620.0
2013,570.0
2013,760.0
2013,819.9999999999999
2013,740.0
2013,610.0
2013,570.0
2013,420.0
2013,790.0
2013,680.0
2013,850.0
2013,440.00000000000006
2013,640.0
2013,540.0
2013,780.0
2013,850.0
2013,580.0
2013,860.0
2013,710.0
2013,560.0
2013,760.0
2013,740.0
2013,770.0
2013,740.0
2013,650.0
2013,660.0
2013,800.0
2013,760.0
2013,600.0
2013,740.0
2013,650.0
2013,600.0
2013,680.0
2013,700.0
2013,869.9999999999999
2013,710.0
2013,750.0
2013,730.0
2013,740.0
2013,790.0
2013,680.0
2013,720.0
2013,670.0
2013,730.0
2013,670.0
2013,819.9999999999999
2013,500.0
2013,580.0
2013,590.0
2013,650.0
2013,720.0
2013,710.0
2013,790.0
2013,560.0
2013,790.0
2013,660.0
2013,590.0
2013,840.0
2013,760.0
2013,690.0
2013,570.0
2013,740.0
2013,830.0000000000001
2013,819.9999999999999
2013,650.0
2013,850.0
2013,790.0
2013,910.0
2013,700.0
2013,670.0
2013,780.0
2013,780.0
2013,670.0
2013,660.0
2013,770.0
2013,860.0
2013,819.9999999999999
2013,890.0
2013,600.0
2013,600.0
2013,720.0
2013,880.0000000000001
2013,830.0000000000001
2013,780.0
2013,620.0
2013,770.0
2013,780.0
2013,600.0
2013,750.0
2013,700.0
2013,750.0
2013,730.0
2013,560.0
2013,710.0
2013,450.0
2013,780.0
2013,780.0
2013,600.0
2013,750.0
2013,560.0
2013,600.0
2013,720.0
2013,600.0
2013,800.0
2013,670.0
2013,790.0
2013,760.0
2013,840.0
2013,509.99999999999994
2013,720.0
2013,740.0
2013,580.0
2013,490.00000000000006
2013,810.0
2013,840.0
2013,780.0
2013,680.0
2013,640.0
2013,500.0
2013,740.0
2013,860.0
2013,680.0
2013,600.0
2013,800.0
2013,740.0
2013,750.0
2013,640.0
2013,650.0
2013,660.0
2013,730.0
2013,620.0
2013,800.0
2013,480.0
2013,700.0
2013,670.0
2013,690.0
2013,630.0
2013,590.0
2013,630.0
2013,650.0
2013,850.0
2013,740.0
2013,720.0
2013,590.0
2013,650.0
2013,730.0
2013,760.0
2013,640.0
2013,430.0
2013,700.0
2013,700.0
2013,670.0
2013,740.0
2013,770.0
2013,830.0000000000001
2013,730.0
2013,740.0
2013,710.0
2013,780.0
2013,480.0
2013,780.0
2013,780.0
2013,580.0
2013,790.0
2013,550.0
2013,760.0
2013,690.0
2013,580.0
2013,850.0
2013,620.0
2013,710.0
2013,650.0
2013,840.0
2013,580.0
2013,740.0
2013,869.9999999999999
2013,630.0
2013,690.0
2012,750.0
2012,800.0
2012,780.0
2012,520.0
2012,770.0
2012,700.0
2012,620.0
2012,720.0
2012,730.0
2012,610.0
2012,900.0
2012,780.0
2012,869.9999999999999
2012,760.0
2012,720.0
2012,660.0
2012,770.0
2012,700.0
2012,650.0
2012,740.0
2012,800.0
2012,680.0
2012,760.0
2012,770.0
2012,710.0
2012,470.0
2012,790.0
2012,700.0
2012,590.0
2012,700.0
2012,630.0
2012,869.9999999999999
2012,700.0
2012,580.0
2012,760.0
2012,660.0
2012,700.0
2012,700.0
2012,750.0
2012,560.0
2012,740.0
2012,740.0
2012,570.0
2012,300.0
2012,850.0
2012,680.0
2012,590.0
2012,660.0
2012,790.0
2012,540.0
2012,600.0
2012,730.0
2012,819.9999999999999
2012,660.0
2012,840.0
2012,760.0
2012,600.0
2012,800.0
2012,480.0
2012,530.0
2012,690.0
2012,800.0
2012,750.0
2012,700.0
2012,800.0
2012,710.0
2012,770.0
2012,690.0
2012,670.0
2012,680.0
2012,710.0
2012,819.9999999999999
2012,730.0
2012,620.0
2012,540.0
2012,640.0
2012,800.0
2012,710.0
2012,670.0
2012,680.0
2012,450.0
2012,520.0
2012,740.0
2012,730.0
2012,600.0
2012,740.0
2012,850.0
2012,730.0
2012,840.0
2012,750.0
2012,560.0
2012,580.0
2012,700.0
2012,780.0
2012,550.0
2012,780.0
2012,700.0
2012,680.0
2012,650.0
2012,730.0
2012,600.0
2012,750.0
2012,600.0
2012,500.0
2012,670.0
2012,580.0
2012,800.0
2012,490.00000000000006
2012,450.0
2012,670.0
2012,760.0
2012,710.0
2012,680.0
2012,800.0
2012,680.0
2012,800.0
2012,480.0
2012,540.0
2012,500.0
2012,640.0
2012,900.0
2012,590.0
2012,860.0
2012,530.0
2012,680.0
2012,730.0
2012,780.0
2012,780.0
2012,620.0
2012,720.0
2012,520.0
2012,630.0
2012,710.0
2012,670.0
2012,819.9999999999999
2012,730.0
2012,750.0
2012,800.0
2012,640.0
2012,800.0
2012,700.0
2012,610.0
2012,720.0
2012,700.0
2012,850.0
2012,600.0
2012,670.0
2012,509.99999999999994
2012,770.0
2012,810.0
2012,600.0
2012,810.0
2012,800.0
2012,720.0
2012,680.0
2012,500.0
2012,570.0
2012,670.0
2012,730.0
2012,670.0
2012,580.0
2012,750.0
2012,490.00000000000006
2012,869.9999999999999
2012,800.0
2012,810.0
2012,580.0
2012,750.0
2012,819.9999999999999
2012,710.0
2012,760.0
2012,819.9999999999999
2012,420.0
2012,790.0
2012,570.0
2012,770.0
2012,680.0
2012,640.0
2012,420.0
2012,750.0
2012,570.0
2012,470.0
2012,670.0
2012,700.0
2012,650.0
2012,560.0
2012,740.0
2012,710.0
2012,720.0
2012,860.0
2012,810.0
2012,180.0
2012,700.0
2012,740.0
2012,660.0
2012,819.9999999999999
2012,819.9999999999999
2012,500.0
2012,720.0
2012,750.0
2012,770.0
2012,800.0
2012,869.9999999999999
2012,850.0
2012,400.0
2012,600.0
2012,840.0
2012,450.0
2012,680.0
2012,570.0
2012,740.0
2012,850.0
2012,670.0
2012,640.0
2012,750.0
2012,700.0
2012,790.0
2012,290.0
2012,700.0
2012,740.0
2012,750.0
2012,730.0
2012,800.0
2012,620.0
2012,600.0
2012,670.0
2012,800.0
2012,440.00000000000006
2012,690.0
2012,790.0
2012,650.0
2012,680.0
2012,500.0
2012,630.0
2012,760.0
2012,740.0
2012,869.9999999999999
2012,750.0
2012,720.0
2012,830.0000000000001
2012,720.0
2012,790.0
2012,670.0
2012,770.0
2012,810.0
2012,740.0
2012,680.0
2012,750.0
2012,670.0
2012,740.0
2011,620.0
2011,740.0
2011,730.0
2011,860.0
2011,690.0
2011,740.0
2011,650.0
2011,620.0
2011,690.0
2011,750.0
2011,590.0
2011,710.0
2011,790.0
2011,640.0
2011,819.9999999999999
2011,700.0
2011,650.0
2011,540.0
2011,840.0
2011,680.0
2011,800.0
2011,600.0
2011,500.0
2011,520.0
2011,740.0
2011,780.0
2011,740.0
2011,700.0
2011,750.0
2011,750.0
2011,700.0
2011,670.0
2011,420.0
2011,800.0
2011,760.0
2011,800.0
2011,750.0
2011,620.0
2011,819.9999999999999
2011,720.0
2011,650.0
2011,760.0
2011,530.0
2011,800.0
2011,770.0
2011,620.0
2011,830.0000000000001
2011,430.0
2011,880.0000000000001
2011,650.0
2011,660.0
2011,800.0
2011,580.0
2011,800.0
2011,770.0
2011,580.0
2011,910.0
2011,610.0
2011,800.0
2011,600.0
2011,620.0
2011,590.0
2011,600.0
2011,730.0
2011,600.0
2011,680.0
2011,710.0
2011,750.0
2011,720.0
2011,720.0
2011,450.0
2011,770.0
2011,780.0
2011,640.0
2011,740.0
2011,680.0
2011,700.0
2011,780.0
2011,740.0
2011,790.0
2011,680.0
2011,580.0
2011,790.0
2011,750.0
2011,650.0
2011,670.0
2011,800.0
2011,660.0
2011,740.0
2011,660.0
2011,800.0
2011,790.0
2011,750.0
2011,600.0
2011,530.0
2011,800.0
2011,790.0
2011,860.0
2011,520.0
2011,850.0
2011,630.0
2011,720.0
2011,780.0
2011,810.0
2011,730.0
2011,740.0
2011,720.0
2011,819.9999999999999
2011,780.0
2011,650.0
2011,730.0
2011,780.0
2011,720.0
2011,660.0
2011,730.0
2011,760.0
2011,740.0
2011,500.0
2011,710.0
2011,370.0
2011,770.0
2011,750.0
2011,840.0
2011,750.0
2011,760.0
2011,800.0
2011,509.99999999999994
2011,520.0
2011,780.0
2011,670.0
2011,560.0
2011,750.0
2011,760.0
2011,660.0
2011,740.0
2011,750.0
2011,700.0
2011,790.0
2011,700.0
2011,760.0
2011,620.0
2011,830.0000000000001
2011,600.0
2011,810.0
2011,509.99999999999994
2011,819.9999999999999
2011,730.0
2011,650.0
2011,550.0
2011,690.0
2011,670.0
2011,810.0
2011,720.0
2011,680.0
2011,770.0
2011,790.0
2011,580.0
2011,440.00000000000006
2011,670.0
2011,780.0
2011,810.0
2011,770.0
2011,730.0
2011,740.0
2011,730.0
2011,819.9999999999999
2011,760.0
2011,780.0
2011,700.0
2011,590.0
2011,690.0
2011,430.0
2011,620.0
2011,660.0
2011,760.0
2011,750.0
2011,670.0
2011,530.0
2011,700.0
2011,670.0
2011,740.0
2011,580.0
2011,600.0
2011,550.0
2011,670.0
2011,760.0
2011,630.0
2011,720.0
2011,730.0
2011,710.0
2011,819.9999999999999
2011,380.0
2011,730.0
2011,819.9999999999999
2011,700.0
2011,720.0
2011,810.0
2011,720.0
2011,730.0
2011,670.0
2011,670.0
2011,819.9999999999999
2011,640.0
2011,690.0
2011,730.0
2011,660.0
2011,740.0
2011,760.0
2011,800.0
2011,650.0
2011,700.0
2011,810.0
2011,770.0
2011,680.0
2011,520.0
2011,650.0
2011,690.0
2011,850.0
2011,409.99999999999994
2011,800.0
2011,620.0
2011,640.0
2011,740.0
2011,600.0
2011,770.0
2011,690.0
2011,630.0
2011,710.0
2011,670.0
2011,660.0
2011,810.0
2011,780.0
2011,620.0
2011,200.0
2011,509.99999999999994
2011,660.0
2011,630.0
2011,690.0
2011,720.0
2011,590.0
2011,750.0
2011,770.0
2011,770.0
2011,710.0
2011,700.0
2011,780.0
2011,720.0
2011,760.0
2011,640.0
2011,710.0
2011,700.0
2011,680.0
2011,880.0000000000001
2011,760.0
2011,700.0
2011,750.0
2011,660.0
2011,810.0
2011,860.0
2011,550.0
2011,750.0
2011,530.0
2011,830.0000000000001
2011,720.0
2011,850.0
2011,780.0
2011,490.00000000000006
2011,730.0
2011,380.0
2011,760.0
2011,560.0
2011,840.0
2011,580.0
2011,790.0
2011,560.0
2011,650.0
2011,760.0
2011,800.0
2011,660.0
2011,790.0
2011,860.0
2011,600.0
2011,270.0
2011,800.0
2011,830.0000000000001
2011,680.0
2011,580.0
2011,409.99999999999994
2011,760.0
2011,660.0
2011,840.0
2011,459.99999999999994
2011,630.0
2011,740.0
2011,570.0
2011,390.0
2011,700.0
2011,720.0
2011,700.0
2011,250.0
2011,790.0
2011,830.0000000000001
2011,570.0
2011,660.0
2011,550.0
2011,740.0
2011,770.0
2011,760.0
2011,750.0
2011,580.0
2011,760.0
2011,790.0
2011,680.0
2011,790.0
2011,730.0
2011,770.0
2011,650.0
2011,690.0
2010,550.0
2010,810.0
2010,770.0
2010,740.0
2010,700.0
2010,750.0
2010,620.0
2010,630.0
2010,500.0
2010,710.0
2010,740.0
2010,630.0
2010,760.0
2010,790.0
2010,830.0000000000001
2010,680.0
2010,700.0
2010,500.0
2010,620.0
2010,720.0
2010,720.0
2010,560.0
2010,530.0
2010,600.0
2010,650.0
2010,500.0
2010,590.0
2010,819.9999999999999
2010,740.0
2010,760.0
2010,740.0
2010,819.9999999999999
2010,800.0
2010,650.0
2010,740.0
2010,150.0
2010,509.99999999999994
2010,600.0
2010,740.0
2010,750.0
2010,760.0
2010,720.0
2010,890.0
2010,650.0
2010,800.0
2010,400.0
2010,819.9999999999999
2010,770.0
2010,660.0
2010,790.0
2010,790.0
2010,680.0
2010,830.0000000000001
2010,780.0
2010,750.0
2010,750.0
2010,800.0
2010,620.0
2010,720.0
2010,700.0
2010,730.0
2010,670.0
2010,480.0
2010,750.0
2010,430.0
2010,500.0
2010,710.0
2010,869.9999999999999
2010,720.0
2010,690.0
2010,770.0
2010,590.0
2010,800.0
2010,720.0
2010,640.0
2010,760.0
2010,810.0
2010,610.0
2010,380.0
2010,600.0
2010,720.0
2010,360.0
2010,770.0
2010,780.0
2010,790.0
2010,440.00000000000006
2010,500.0
2010,680.0
2010,580.0
2010,750.0
2010,720.0
2010,650.0
2010,380.0
2010,530.0
2010,790.0
2010,710.0
2010,620.0
2010,840.0
2010,740.0
2010,800.0
2010,790.0
2010,790.0
2010,770.0
2010,690.0
2010,680.0
2010,640.0
2010,700.0
2010,690.0
2010,780.0
2010,650.0
2010,780.0
2010,760.0
2010,500.0
2010,440.00000000000006
2010,800.0
2010,400.0
2010,580.0
2010,680.0
2010,770.0
2010,760.0
2010,400.0
2010,660.0
2010,770.0
2010,800.0
2010,819.9999999999999
2010,760.0
2010,670.0
2010,770.0
2010,720.0
2010,780.0
2010,790.0
2010,750.0
2010,670.0
2010,760.0
2010,790.0
2010,650.0
2010,509.99999999999994
2010,730.0
2010,730.0
2010,830.0000000000001
2010,570.0
2010,760.0
2010,760.0
2010,670.0
2010,800.0
2010,600.0
2010,650.0
2010,720.0
2010,730.0
2010,540.0
2010,680.0
2010,700.0
2010,770.0
2010,760.0
2010,660.0
2010,830.0000000000001
2010,760.0
2010,520.0
2010,650.0
2010,869.9999999999999
2010,730.0
2010,800.0
2010,560.0
2010,590.0
2010,760.0
2010,770.0
2010,610.0
2010,710.0
2010,700.0
2010,919.9999999999999
2010,580.0
2010,780.0
2010,700.0
2010,700.0
2010,740.0
2010,590.0
2010,700.0
2010,560.0
2010,880.0000000000001
2010,770.0
2010,650.0
2010,680.0
2010,680.0
2010,850.0
2010,810.0
2010,580.0
2010,730.0
2010,840.0
2010,790.0
2010,680.0
2010,530.0
2010,720.0
2010,370.0
2010,720.0
2010,830.0000000000001
2010,630.0
2010,700.0
2010,740.0
2010,790.0
2010,760.0
2010,680.0
2010,760.0
2010,700.0
2010,690.0
2010,500.0
2010,720.0
2010,750.0
2010,570.0
2010,580.0
2010,819.9999999999999
2010,650.0
2010,680.0
2010,750.0
2010,720.0
2010,610.0
2010,780.0
2010,660.0
2010,550.0
2010,830.0000000000001
2010,580.0
2010,720.0
2010,540.0
2010,760.0
2010,660.0
2010,420.0
2010,790.0
2010,700.0
2010,750.0
2010,650.0
2010,760.0
2010,720.0
2010,810.0
2010,850.0
2010,400.0
2010,819.9999999999999
2010,790.0
2010,650.0
2010,620.0
2010,720.0
2010,680.0
2010,200.0
2010,360.0
2010,500.0
2010,640.0
2010,660.0
2010,690.0
2010,690.0
2010,690.0
2010,680.0
2010,610.0
2010,819.9999999999999
2010,730.0
2010,830.0000000000001
2010,700.0
2010,760.0
2010,700.0
2010,610.0
2010,580.0
2010,830.0000000000001
2010,770.0
2010,500.0
2010,840.0
2010,670.0
2010,630.0
2010,680.0
2010,740.0
2010,730.0
2010,750.0
2010,670.0
2010,500.0
2010,860.0
2010,340.0
2010,700.0
2010,780.0
2010,390.0
2010,509.99999999999994
2010,710.0
2010,780.0
2010,650.0
2010,680.0
2010,710.0
2010,810.0
2010,780.0
2010,630.0
2010,840.0
2010,780.0
2010,730.0
2010,760.0
2010,680.0
2010,370.0
2009,610.0
2009,640.0
2009,530.0
2009,550.0
2009,700.0
2009,819.9999999999999
2009,730.0
2009,830.0000000000001
2009,819.9999999999999
2009,950.0
2009,229.99999999999997
2009,680.0
2009,740.0
2009,819.9999999999999
2009,720.0
2009,620.0
2009,770.0
2009,770.0
2009,790.0
2009,690.0
2009,770.0
2009,770.0
2009,730.0
2009,630.0
2009,480.0
2009,550.0
2009,720.0
2009,700.0
2009,660.0
2009,600.0
2009,380.0
2009,540.0
2009,760.0
2009,900.0
2009,610.0
2009,400.0
2009,700.0
2009,440.00000000000006
2009,730.0
2009,860.0
2009,750.0
2009,700.0
2009,670.0
2009,720.0
2009,650.0
2009,700.0
2009,770.0
2009,860.0
2009,400.0
2009,760.0
2009,830.0000000000001
2009,760.0
2009,630.0
2009,509.99999999999994
2009,390.0
2009,740.0
2009,680.0
2009,800.0
2009,610.0
2009,700.0
2009,890.0
2009,800.0
2009,420.0
2009,830.0000000000001
2009,650.0
2009,770.0
2009,720.0
2009,540.0
2009,660.0
2009,869.9999999999999
2009,819.9999999999999
2009,640.0
2009,660.0
2009,640.0
2009,760.0
2009,760.0
2009,620.0
2009,620.0
2009,640.0
2009,459.99999999999994
2009,610.0
2009,620.0
2009,200.0
2009,670.0
2009,760.0
2009,560.0
2009,780.0
2009,730.0
2009,850.0
2009,850.0
2009,680.0
2009,760.0
2009,620.0
2009,710.0
2009,620.0
2009,740.0
2009,600.0
2009,840.0
2009,760.0
2009,450.0
2009,860.0
2009,570.0
2009,530.0
2009,590.0
2009,860.0
2009,670.0
2009,520.0
2009,710.0
2009,790.0
2009,520.0
2009,540.0
2009,750.0
2009,830.0000000000001
2009,640.0
2009,680.0
2009,670.0
2009,869.9999999999999
2009,560.0
2009,590.0
2009,680.0
2009,720.0
2009,700.0
2009,520.0
2009,690.0
2009,570.0
2009,740.0
2009,620.0
2009,500.0
2009,590.0
2009,670.0
2009,580.0
2009,690.0
2009,490.00000000000006
2009,459.99999999999994
2009,740.0
2009,640.0
2009,710.0
2009,800.0
2009,610.0
2009,780.0
2009,610.0
2009,600.0
2009,740.0
2009,470.0
2009,730.0
2009,790.0
2009,550.0
2009,800.0
2009,670.0
2009,580.0
2009,760.0
2009,730.0
2009,680.0
2009,440.00000000000006
2009,650.0
2009,760.0
2009,490.00000000000006
2009,630.0
2009,770.0
2009,790.0
2009,780.0
2009,720.0
2009,670.0
2009,790.0
2009,310.0
2009,750.0
2009,630.0
2009,600.0
2009,560.0
2009,710.0
2009,750.0
2009,810.0
2009,290.0
2009,720.0
2009,750.0
2009,630.0
2009,700.0
2009,550.0
2009,680.0
2009,620.0
2009,740.0
2009,790.0
2009,580.0
